date,dir,entry,or_pts,day_range,ts_eval_15_10,ts_eval_155_95,ts_nuke_80_25,ts_renuke_105_25,ts_flip_85_50,ax_eval_30_10,ax_eval2_40_10,ax_nuke_325_25,ax_flip_1625_50,month,ts_eval_15_10_w,ts_nuke_80_25_w,ts_renuke_105_25_w,ts_flip_85_50_w,ax_eval_30_10_w,ax_nuke_325_25_w,ax_flip_1625_50_w,regime
2025-06-23,1,21875.25,5.25,354.75,win,win,win,win,win,loss,loss,win,win,2025-06,1.0,1.0,1.0,1.0,0.0,1.0,1.0,Jun-Aug25
2025-06-24,1,22318.5,29.5,188.25,loss,loss,loss,loss,win,loss,loss,loss,loss,2025-06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Jun-Aug25
2025-06-25,1,22544.75,45.5,159.75,loss,loss,loss,loss,loss,loss,loss,loss,loss,2025-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jun-Aug25
2025-06-26,-1,22514.0,41.25,218.0,loss,loss,loss,loss,win,loss,loss,win,win,2025-06,0.0,0.0,0.0,1.0,0.0,1.0,1.0,Jun-Aug25
2025-06-27,1,22736.0,27.5,225.5,win,win,win,loss,win,win,win,win,win,2025-06,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Jun-Aug25
2025-06-30,-1,22818.25,55.75,153.75,loss,loss,loss,loss,win,loss,loss,loss,win,2025-06,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Jun-Aug25
2025-07-01,-1,22788.5,8.25,253.75,loss,loss,loss,loss,win,loss,loss,loss,loss,2025-07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Jun-Aug25
2025-07-02,1,22690.75,35.75,203.5,win,win,win,win,win,win,win,win,win,2025-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Jun-Aug25
2025-07-03,1,22948.25,12.5,172.25,win,win,win,win,win,win,win,win,win,2025-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Jun-Aug25
2025-07-04,1,22923.5,7.75,57.5,loss,loss,loss,loss,win,loss,loss,loss,win,2025-07,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Jun-Aug25
2025-07-07,1,22948.75,1.5,197.75,loss,loss,loss,loss,win,loss,loss,loss,win,2025-07,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Jun-Aug25
2025-07-08,-1,22912.0,23.75,121.75,win,win,loss,loss,win,loss,loss,win,win,2025-07,1.0,0.0,0.0,1.0,0.0,1.0,1.0,Jun-Aug25
2025-07-09,1,23055.25,85.75,192.25,win,win,loss,loss,win,win,win,win,win,2025-07,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Jun-Aug25
2025-07-10,-1,23029.75,46.75,188.75,win,win,win,win,win,win,win,win,win,2025-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Jun-Aug25
2025-07-11,-1,22874.5,32.0,158.5,loss,loss,loss,loss,win,loss,loss,loss,loss,2025-07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Jun-Aug25
2025-07-14,-1,22868.5,65.5,224.25,win,win,loss,loss,win,loss,loss,loss,win,2025-07,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Jun-Aug25
2025-07-15,-1,23160.25,43.25,172.75,loss,loss,loss,loss,win,loss,loss,win,win,2025-07,0.0,0.0,0.0,1.0,0.0,1.0,1.0,Jun-Aug25
2025-07-16,-1,23014.75,57.0,264.5,loss,loss,loss,loss,win,loss,loss,win,win,2025-07,0.0,0.0,0.0,1.0,0.0,1.0,1.0,Jun-Aug25
2025-07-17,1,23118.75,16.5,214.0,win,win,win,win,win,win,win,win,win,2025-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Jun-Aug25
2025-07-18,-1,23274.75,25.0,140.5,loss,loss,win,win,win,loss,loss,win,win,2025-07,0.0,1.0,1.0,1.0,0.0,1.0,1.0,Jun-Aug25
2025-07-21,1,23339.25,86.5,175.0,win,win,win,unresolved,win,win,win,win,win,2025-07,1.0,1.0,,1.0,1.0,1.0,1.0,Jun-Aug25
2025-07-22,-1,23261.5,79.5,241.75,loss,loss,win,win,win,loss,loss,win,win,2025-07,0.0,1.0,1.0,1.0,0.0,1.0,1.0,Jun-Aug25
2025-07-23,-1,23208.25,53.25,178.0,win,win,loss,loss,win,win,win,win,win,2025-07,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Jun-Aug25
2025-07-24,-1,23360.25,15.25,126.25,loss,loss,loss,loss,win,loss,loss,loss,win,2025-07,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Jun-Aug25
2025-07-25,-1,23362.5,1.75,145.25,loss,loss,loss,loss,loss,loss,loss,loss,loss,2025-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jun-Aug25
2025-07-28,1,23490.75,19.0,92.25,win,win,loss,loss,win,win,loss,win,win,2025-07,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Jun-Aug25
2025-07-29,1,23619.75,22.0,231.25,loss,loss,loss,loss,loss,loss,loss,loss,loss,2025-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jun-Aug25
2025-07-30,1,23502.0,16.25,233.0,win,win,loss,loss,win,loss,loss,loss,win,2025-07,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Jun-Aug25
2025-07-31,-1,23629.5,120.5,446.5,loss,loss,loss,loss,win,loss,loss,loss,win,2025-07,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Jun-Aug25
2025-08-01,-1,22941.0,121.25,320.75,win,win,win,win,win,win,win,win,win,2025-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Jun-Aug25
2025-08-04,1,23187.5,98.75,221.0,win,win,win,win,win,win,win,win,win,2025-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Jun-Aug25
2025-08-05,1,23353.0,10.25,283.75,win,win,loss,loss,win,win,win,win,win,2025-08,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Jun-Aug25
2025-08-06,1,23179.5,9.5,296.75,win,win,win,win,win,win,win,win,win,2025-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Jun-Aug25
2025-08-07,1,23603.5,8.0,342.0,loss,loss,loss,loss,win,loss,loss,loss,win,2025-08,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Jun-Aug25
2025-08-08,1,23600.25,59.0,194.0,win,win,win,win,win,win,win,win,win,2025-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Jun-Aug25
2025-08-11,1,23735.75,27.5,217.0,loss,loss,loss,loss,win,loss,loss,loss,win,2025-08,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Jun-Aug25
2025-08-12,1,23791.25,54.25,328.0,loss,loss,loss,loss,loss,loss,loss,loss,loss,2025-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jun-Aug25
2025-08-13,1,24045.75,3.0,182.5,loss,loss,loss,loss,win,loss,loss,loss,loss,2025-08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Jun-Aug25
2025-08-14,1,23904.25,50.25,166.5,win,win,win,loss,win,win,win,win,win,2025-08,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Jun-Aug25
2025-08-15,-1,23857.25,53.75,187.25,win,win,win,win,win,win,win,win,win,2025-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Jun-Aug25
2025-08-18,1,23774.75,11.0,105.25,win,win,loss,loss,win,win,loss,loss,win,2025-08,1.0,0.0,0.0,1.0,1.0,0.0,1.0,Jun-Aug25
2025-08-19,-1,23711.5,49.5,344.5,win,win,win,win,win,win,win,win,win,2025-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Jun-Aug25
2025-08-20,-1,23341.75,84.0,397.0,win,win,win,win,win,win,win,win,win,2025-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Jun-Aug25
2025-08-21,1,23262.25,6.25,229.25,loss,loss,loss,loss,loss,loss,loss,loss,loss,2025-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jun-Aug25
2025-08-22,1,23315.5,53.25,444.5,loss,loss,loss,loss,win,loss,loss,loss,win,2025-08,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Jun-Aug25
2025-08-25,-1,23487.5,11.0,173.0,win,win,loss,loss,win,win,loss,win,win,2025-08,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Jun-Aug25
2025-08-26,1,23499.75,31.75,173.0,loss,loss,loss,loss,loss,loss,loss,loss,loss,2025-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jun-Aug25
2025-08-27,-1,23518.25,28.25,170.0,loss,loss,loss,loss,win,loss,loss,loss,win,2025-08,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Jun-Aug25
2025-08-28,1,23705.75,72.25,231.25,loss,loss,loss,loss,win,loss,loss,loss,loss,2025-08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Jun-Aug25
2025-08-29,-1,23591.0,70.5,270.5,loss,loss,win,win,win,loss,loss,win,win,2025-08,0.0,1.0,1.0,1.0,0.0,1.0,1.0,Jun-Aug25
2025-09-01,1,23480.25,4.25,65.0,win,win,unresolved,unresolved,win,unresolved,unresolved,unresolved,win,2025-09,1.0,,,1.0,,,1.0,Jun-Aug25
2025-09-02,1,23154.0,60.0,265.0,loss,loss,win,win,win,loss,loss,win,win,2025-09,0.0,1.0,1.0,1.0,0.0,1.0,1.0,Sep-Oct25
2025-09-03,-1,23399.5,33.5,207.0,loss,loss,loss,loss,win,loss,loss,loss,win,2025-09,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Sep-Oct25
2025-09-04,-1,23476.75,3.75,270.25,loss,loss,loss,loss,win,loss,loss,loss,win,2025-09,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Sep-Oct25
2025-09-05,-1,23864.0,17.75,397.0,loss,loss,loss,loss,win,loss,loss,loss,win,2025-09,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Sep-Oct25
2025-09-08,1,23838.0,52.0,128.0,loss,loss,loss,loss,win,loss,loss,win,win,2025-09,0.0,0.0,0.0,1.0,0.0,1.0,1.0,Sep-Oct25
2025-09-09,1,23836.75,4.5,164.0,loss,loss,loss,loss,win,loss,loss,loss,loss,2025-09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Sep-Oct25
2025-09-10,-1,23943.75,60.25,219.5,win,win,loss,loss,win,win,win,win,win,2025-09,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Sep-Oct25
2025-09-11,-1,23921.5,50.25,136.25,loss,loss,loss,loss,win,loss,loss,loss,loss,2025-09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Sep-Oct25
2025-09-12,-1,24020.0,23.5,157.5,loss,loss,loss,loss,loss,loss,loss,loss,loss,2025-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sep-Oct25
2025-09-15,1,24451.0,31.75,144.0,loss,loss,win,win,win,loss,loss,win,win,2025-09,0.0,1.0,1.0,1.0,0.0,1.0,1.0,Sep-Oct25
2025-09-16,-1,24567.0,28.75,101.25,win,win,unresolved,unresolved,win,win,win,win,win,2025-09,1.0,,,1.0,1.0,1.0,1.0,Sep-Oct25
2025-09-17,-1,24477.5,49.25,308.75,win,win,loss,loss,win,loss,loss,loss,win,2025-09,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Sep-Oct25
